Description,Vendor_Name,Created,Invoice_Date,Due_Date,Amount,Settled,Outstanding,Number_of_Days_until_Payment
,Ms. Rebecca Drake MD,16-03-2015 11:28,16-Mar-15,15-Apr-15,493.98,493.98,0.0,7
Monthly charge,Jane Glenn,16-03-2015 12:02,16-Mar-15,15-Apr-15,810.48,810.48,0.0,15
,Ruth Kelly,16-03-2015 12:47,16-Mar-15,15-Apr-15,297.48,297.48,0.0,94
Food & Drink,Chelsea Benton,16-03-2015 14:25,16-Mar-15,01-Apr-15,1200.17,1200.17,0.0,3
,Christina Goodwin,16-03-2015 16:11,05-Mar-15,04-Apr-15,226.98,226.98,0.0,61
,Anthony Russell,17-03-2015 08:54,10-Mar-15,09-Apr-15,194.7,194.7,0.0,28
,Isaac Wheeler,17-03-2015 09:14,17-Mar-15,31-Mar-15,73.98,73.98,0.0,55
,Erica Abbott,17-03-2015 10:03,17-Mar-15,31-Mar-15,61.98,61.98,0.0,62
,Deborah Davis,17-03-2015 11:24,17-Mar-15,31-Mar-15,1621.98,1498.98,123.0,84
,Vicki Ortiz,17-03-2015 11:25,17-Mar-15,16-Apr-15,79.98,79.98,0.0,89
,Diane Higgins,17-03-2015 12:37,09-Mar-15,06-Apr-15,25.5,25.5,0.0,80
,Diane Higgins,17-03-2015 13:22,04-Mar-15,01-Apr-15,229.98,229.98,0.0,49
,Nathan Rocha,17-03-2015 13:38,16-Mar-15,15-Apr-15,69.71,69.71,0.0,74
meterage copy costs,Nathan Rocha,17-03-2015 13:40,16-Mar-15,15-Apr-15,115.34,115.34,0.0,74
,Katherine Smith,17-03-2015 13:59,16-Mar-15,15-Apr-15,144.08,144.08,0.0,35
,Belinda Romero,17-03-2015 14:41,16-Feb-15,23-Feb-15,21.98,21.98,0.0,64
Myfonts,Lisa Moore,18-03-2015 00:54,18-Mar-15,01-Apr-15,19.98,19.98,0.0,77
,Kristen Stanley,18-03-2015 10:10,18-Mar-15,17-Apr-15,169.98,169.98,0.0,71
,Lauren White,18-03-2015 11:02,16-Mar-15,30-Mar-15,6601.98,6601.98,0.0,35
,Nathan Rocha,18-03-2015 13:49,17-Mar-15,16-Apr-15,69.52,69.52,0.0,73
,Nathan Rocha,18-03-2015 13:51,17-Mar-15,16-Apr-15,76.09,76.09,0.0,73
,Dr. Natalie Kaufman,18-03-2015 13:55,17-Mar-15,16-Apr-15,25.97,25.97,0.0,44
,Rachel Butler,18-03-2015 14:40,17-Mar-15,16-Apr-15,203.48,203.48,0.0,55
,Joan Ball,18-03-2015 15:50,18-Mar-15,17-Apr-15,289.8,289.8,0.0,45
,Kenneth Tucker,18-03-2015 19:34,18-Mar-15,17-Apr-15,273.01,273.01,0.0,5
,Maria Richards,18-03-2015 20:35,18-Mar-15,17-Apr-15,3042.74,3042.74,0.0,33
,Ronald Anderson,19-03-2015 07:47,19-Mar-15,02-Apr-15,559.98,559.98,0.0,12
,Nathan Rocha,19-03-2015 13:29,18-Mar-15,17-Apr-15,36.73,36.73,0.0,72
,Anthony Lawson,19-03-2015 13:45,18-Mar-15,17-Apr-15,36.98,36.98,0.0,33
,Lisa Mathews,19-03-2015 13:52,18-Mar-15,17-Apr-15,32.58,32.58,0.0,43
,Tracy James,19-03-2015 15:56,31-Jan-15,15-Feb-15,222.78,222.78,0.0,65
,Vicki Ortiz,19-03-2015 23:55,18-Mar-15,17-Apr-15,321.48,321.48,0.0,88
,Vicki Ortiz,20-03-2015 00:06,18-Mar-15,17-Apr-15,152.14,152.14,0.0,88
,Vicki Ortiz,20-03-2015 00:09,18-Mar-15,17-Apr-15,612.35,612.35,0.0,88
Studio heating,Vicki Ortiz,20-03-2015 00:13,18-Mar-15,17-Apr-15,111.48,111.48,0.0,88
,Michael Soto,20-03-2015 08:45,06-Mar-15,20-Mar-15,2942.87,2942.87,0.0,20
,Nathan Rocha,20-03-2015 09:23,19-Mar-15,18-Apr-15,55.38,55.38,0.0,71
,Wesley Snyder,20-03-2015 09:26,19-Mar-15,18-Apr-15,100.82,100.82,0.0,50
,Andrew Stewart,20-03-2015 09:29,19-Mar-15,18-Apr-15,68.13,68.13,0.0,42
,Jonathan Rodriguez,20-03-2015 09:44,20-Mar-15,19-Apr-15,3001.98,3001.98,0.0,31
,Hunter Hutchinson,20-03-2015 10:00,20-Mar-15,19-Apr-15,102.48,102.48,0.0,19
,Jerry Cox,20-03-2015 10:10,19-Mar-15,18-Apr-15,26.97,26.97,0.0,53
,Katherine Smith,20-03-2015 10:33,19-Mar-15,18-Apr-15,55.88,55.88,0.0,32
Studio heating,Sonya Hernandez,20-03-2015 10:34,19-Mar-15,18-Apr-15,113.58,113.58,0.0,32
,Timothy Roberts,20-03-2015 11:39,20-Mar-15,27-Mar-15,3961.98,3961.98,0.0,37
,Eric White,21-03-2015 17:26,11-Mar-15,10-Apr-15,36.78,36.78,0.0,37
,Julie Martin,21-03-2015 17:26,11-Mar-15,10-Apr-15,713.28,713.28,0.0,50
,Lori Stanton,22-03-2015 08:36,22-Mar-15,21-Apr-15,4501.98,4501.98,0.0,6
AX bill,Anthony Chavez,23-03-2015 09:54,23-Mar-15,22-Apr-15,7.38,7.38,0.0,35
,Jessica Garcia,23-03-2015 10:09,23-Mar-15,22-Apr-15,738.78,738.78,0.0,64
,Kristin Olson,23-03-2015 10:15,23-Mar-15,22-Apr-15,139.32,139.32,0.0,38
,William Jackson,23-03-2015 10:54,23-Mar-15,22-Apr-15,135.18,135.18,0.0,83
,William Jackson,23-03-2015 11:06,23-Mar-15,22-Apr-15,85.98,75.18,10.8,83
,William Jackson,23-03-2015 11:09,23-Mar-15,22-Apr-15,122.22,122.22,0.0,83
,William Jackson,23-03-2015 11:12,23-Mar-15,22-Apr-15,99.42,99.42,0.0,83
,Christina Goodwin,23-03-2015 11:21,17-Mar-15,16-Apr-15,145.98,145.98,0.0,49
,Jo Thomas,23-03-2015 13:18,23-Mar-15,06-Apr-15,511.98,511.98,0.0,96
,Katrina Carroll,23-03-2015 14:04,23-Mar-15,22-Apr-15,170.98,170.98,0.0,6
,Julie Kim,23-03-2015 14:12,23-Mar-15,22-Apr-15,592.38,592.38,0.0,15
,Taylor Underwood,23-03-2015 14:14,23-Mar-15,22-Apr-15,273.41,273.41,0.0,43
,William Jackson,23-03-2015 14:34,23-Mar-15,22-Apr-15,75.18,75.18,0.0,83
,Misty Gonzalez,23-03-2015 15:50,23-Mar-15,22-Apr-15,601.98,601.98,0.0,35
,William Jackson,24-03-2015 09:10,24-Mar-15,23-Apr-15,169.98,169.98,0.0,82
,Bianca Fleming,24-03-2015 12:29,24-Mar-15,07-Apr-15,73.98,73.98,0.0,7
,Clayton Miranda,25-03-2015 10:33,25-Mar-15,08-Apr-15,781.98,781.98,0.0,13
,Eric Gordon,25-03-2015 10:54,01-Apr-15,08-Apr-15,140.86,140.86,0.0,27
FREIGHT,Denise Yang,25-03-2015 11:13,25-Mar-15,30-Apr-15,19875.25,19875.25,0.0,30
Freight,Denise Yang,25-03-2015 11:17,25-Mar-15,30-Apr-15,2017.98,2017.98,0.0,30
FREIGHT,Courtney Morton,25-03-2015 11:53,25-Mar-15,24-Apr-15,35296.5,35296.5,0.0,30
,Anthony Chavez,25-03-2015 11:58,25-Mar-15,24-Apr-15,102.48,102.48,0.0,5
,Ms. Rebecca Drake MD,25-03-2015 12:49,25-Mar-15,24-Apr-15,301.98,301.98,0.0,20
,Ms. Rebecca Drake MD,25-03-2015 13:06,25-Mar-15,24-Apr-15,301.98,301.98,0.0,16
,Tiffany Stevens,25-03-2015 14:39,23-Mar-15,22-Apr-15,147.01,147.01,0.0,56
,Wesley Snyder,25-03-2015 15:44,24-Mar-15,23-Apr-15,46.86,46.86,0.0,45
,Amanda Roberts,25-03-2015 15:53,24-Mar-15,23-Apr-15,70.53,70.53,0.0,34
,Denise Brown,25-03-2015 15:54,24-Mar-15,23-Apr-15,37.94,37.94,0.0,42
Annual Fee,Nathan Rocha,25-03-2015 15:57,24-Mar-15,23-Apr-15,10.93,10.93,0.0,66
,Kara Pugh,25-03-2015 16:07,24-Mar-15,23-Apr-15,65.78,65.78,0.0,66
,Diane Higgins,25-03-2015 16:22,16-Mar-15,13-Apr-15,133.98,133.98,0.0,73
,Diane Higgins,25-03-2015 16:30,18-Mar-15,15-Apr-15,29.82,29.82,0.0,71
,Jonathan Gomez,25-03-2015 16:59,25-Mar-15,24-Apr-15,2791.98,2791.98,0.0,2
Annual Fee,Diane Higgins,25-03-2015 17:08,19-Mar-15,16-Apr-15,12.06,12.06,0.0,70
,Diane Higgins,25-03-2015 17:22,16-Mar-15,13-Apr-15,21.42,21.42,0.0,73
,William Jackson,26-03-2015 09:19,26-Mar-15,25-Apr-15,169.98,169.98,0.0,80
,Laura Hicks,26-03-2015 13:57,25-Mar-15,24-Apr-15,105.98,105.98,0.0,54
,Wesley Snyder,26-03-2015 14:04,25-Mar-15,24-Apr-15,53.86,53.86,0.0,44
,Veronica Rodriguez,26-03-2015 14:06,16-Mar-15,30-Mar-15,72.25,72.25,0.0,10
Bank Charges,Monique Rodriguez,26-03-2015 14:22,20-Mar-15,19-Apr-15,34.45,34.45,0.0,96
,Joseph Hernandez,26-03-2015 14:26,26-Mar-15,25-May-15,124.56,124.56,0.0,127
,Nicole Stewart,26-03-2015 15:05,11-Feb-15,13-Mar-15,56.98,56.98,0.0,76
,David Flores,26-03-2015 15:15,24-Feb-15,26-Mar-15,56.98,56.98,0.0,30
,Eric Ewing,26-03-2015 15:31,19-Mar-15,18-Apr-15,150.01,2.01,148.0,44
,Julie Sullivan,26-03-2015 15:35,26-Feb-15,28-Mar-15,281.98,281.98,0.0,28
,Christopher Chen,26-03-2015 15:42,28-Feb-15,30-Mar-15,56.98,56.98,0.0,26
,Jordan Lee,26-03-2015 15:42,28-Feb-15,30-Mar-15,56.98,56.98,0.0,26
,Christine Stewart,26-03-2015 15:44,28-Feb-15,30-Mar-15,136.98,136.98,0.0,26
,Sheila Wall,26-03-2015 15:46,28-Feb-15,30-Mar-15,486.98,486.98,0.0,26
,Miguel Gray,26-03-2015 15:48,28-Feb-15,30-Mar-15,486.98,486.98,0.0,26
,Aaron Hoffman,26-03-2015 16:33,26-Mar-15,25-Apr-15,51.98,51.98,0.0,98
,Katherine Colon,27-03-2015 09:44,23-Mar-15,22-Apr-15,64.91,64.91,0.0,38
,Donald Williams,27-03-2015 10:02,27-Mar-15,26-Apr-15,2481.58,2458.6,22.98,45
,Jennifer Peterson,27-03-2015 12:14,01-Apr-15,01-May-15,58.38,58.38,0.0,14
,Melanie Osborn,27-03-2015 14:35,27-Mar-15,03-Apr-15,65.58,65.58,0.0,16
,Robert King,27-03-2015 14:42,27-Mar-15,03-Apr-15,84.18,84.18,0.0,52
,Marcus Smith,27-03-2015 15:08,27-Mar-15,26-Apr-15,42.28,41.37,0.91,14
,Rachel Butler,27-03-2015 15:40,26-Mar-15,25-Apr-15,77.0,77.0,0.0,46
,Amber Mckinney,27-03-2015 15:47,26-Mar-15,25-Apr-15,30.78,30.78,0.0,32
,Nathan Rocha,27-03-2015 15:48,26-Mar-15,25-Apr-15,99.84,99.84,0.0,64
,Cameron Ball,27-03-2015 15:49,26-Mar-15,25-Apr-15,46.48,46.48,0.0,64
,Jerome Greene,27-03-2015 15:53,27-Mar-15,26-Apr-15,31.57,31.57,0.0,34
,Nathan Rocha,27-03-2015 16:02,27-Mar-15,26-Apr-15,75.03,75.03,0.0,63
,John Rocha,27-03-2015 16:02,27-Mar-15,26-Apr-15,160.58,160.58,0.0,31
,Thomas Dominguez,29-03-2015 08:23,22-Mar-15,27-Mar-15,56.98,56.98,0.0,12
,Thomas Dominguez,29-03-2015 08:24,22-Mar-15,27-Mar-15,60.98,60.98,0.0,12
,Thomas Dominguez,29-03-2015 08:29,22-Mar-15,27-Mar-15,166.98,166.98,0.0,12
,Heather Cook,29-03-2015 14:51,27-Mar-15,26-Apr-15,37.98,37.98,0.0,2
,Daniel Stokes,30-03-2015 09:12,01-Apr-15,01-May-15,509.58,509.58,0.0,26
,Jaclyn Reyes,30-03-2015 11:14,03-Feb-15,03-Mar-15,41.73,41.73,0.0,55
,Shelby Thompson,30-03-2015 11:35,30-Mar-15,29-Apr-15,102.48,102.48,0.0,8
,Mark Soto,30-03-2015 15:32,30-Mar-15,29-Apr-15,797.58,797.58,0.0,98
,Christian Frank,30-03-2015 16:54,30-Mar-15,29-Apr-15,296.22,296.22,0.0,79
,Patricia Smith,30-03-2015 18:39,29-Mar-15,30-Mar-15,101.73,99.98,1.75,1
,Michael Soto,30-03-2015 19:31,20-Mar-15,03-Apr-15,86.76,86.76,0.0,31
,Colleen Wright,30-03-2015 21:34,30-Mar-15,29-Apr-15,133.98,133.98,0.0,31
,William Jackson,31-03-2015 08:39,31-Mar-15,30-Apr-15,75.18,75.18,0.0,104
Food & Drink,Haley Morales,31-03-2015 09:00,31-Mar-15,14-Apr-15,109.98,109.98,0.0,20
,Julie Martin,31-03-2015 09:18,18-Mar-15,17-Apr-15,448.38,448.38,0.0,43
Studio heating,Lisa Murray,31-03-2015 10:31,31-Mar-15,30-Apr-15,110.4,110.4,0.0,56
Studio heating,William Jackson,31-03-2015 11:43,31-Mar-15,30-Apr-15,111.94,29.02,82.92,75
,Kristin Olson,31-03-2015 13:08,31-Mar-15,30-Apr-15,89.8,89.8,0.0,56
,Rebecca Li,31-03-2015 13:45,30-Mar-15,29-Apr-15,55.9,55.9,0.0,95
,Jennifer Calderon,31-03-2015 14:20,30-Mar-15,29-Apr-15,104.67,104.67,0.0,39
,Joseph Hamilton,31-03-2015 15:01,30-Mar-15,29-Apr-15,28.95,28.95,0.0,39
,Rachel Holloway,31-03-2015 15:11,31-Mar-15,14-Apr-15,11287.98,11287.98,0.0,2
,Michael Clark,31-03-2015 21:24,31-Mar-15,05-May-15,721.98,721.98,0.0,55
,Brian Summers,01-04-2015 08:21,01-Apr-15,01-May-15,2217.48,2217.48,0.0,92
,Ryan Lewis,01-04-2015 10:08,31-Mar-15,30-Apr-15,57.98,57.98,0.0,30
,Jay Tyler,01-04-2015 10:16,01-Apr-15,01-May-15,2161.98,2161.98,0.0,21
,Susan Miranda,01-04-2015 10:26,31-Mar-15,30-Apr-15,98.98,98.98,0.0,73
,Amanda Roberts,01-04-2015 11:10,31-Mar-15,30-Apr-15,76.36,76.36,0.0,27
,Diane Higgins,01-04-2015 11:37,23-Mar-15,20-Apr-15,133.98,133.98,0.0,66
,Ms. Rebecca Drake MD,01-04-2015 12:26,01-Apr-15,01-May-15,181.98,181.98,0.0,21
,Diane Higgins,01-04-2015 12:39,24-Mar-15,21-Apr-15,74.94,74.94,0.0,65
,Stephen Mccarthy,01-04-2015 13:01,23-Mar-15,22-Apr-15,1283.61,1283.61,0.0,21
Food & Drink,Jeffrey Williams,01-04-2015 20:20,01-Apr-15,07-Apr-15,8401.98,8401.98,0.0,6
,Stephanie Nelson,02-04-2015 06:49,31-Mar-15,30-Apr-15,661.98,661.98,0.0,76
,Stephanie Nelson,02-04-2015 06:54,31-Mar-15,30-Apr-15,601.98,601.98,0.0,76
,Samantha Reid,02-04-2015 10:59,31-Mar-15,07-Apr-15,1051.98,1051.98,0.0,6
,Christy Freeman,02-04-2015 11:17,02-Apr-15,02-May-15,51.98,51.98,0.0,5
Annual Fee,Aaron Hoffman,02-04-2015 11:38,02-Apr-15,02-May-15,11.98,11.98,0.0,1
,Aaron Hoffman,02-04-2015 11:39,02-Apr-15,02-May-15,21.98,21.98,0.0,1
,Vicki Ortiz,02-04-2015 11:57,02-Apr-15,02-May-15,55.98,55.98,0.0,73
,Nathan Rocha,02-04-2015 12:26,01-Apr-15,01-May-15,38.48,38.48,0.0,65
,Wesley Snyder,02-04-2015 12:42,01-Apr-15,01-May-15,105.76,5.76,100.0,65
,Anthony Lawson,02-04-2015 13:20,01-Apr-15,01-May-15,76.13,76.13,0.0,58
Annual Fee,Philip Curry,02-04-2015 16:24,02-Apr-15,02-May-15,10.74,10.74,0.0,7
,Scott Ramos,03-04-2015 06:48,03-Apr-15,03-May-15,49.48,49.48,0.0,3
,Andrew Boyd,03-04-2015 09:35,02-Apr-15,02-May-15,46.39,46.39,0.0,71
,Wesley Snyder,03-04-2015 10:42,02-Apr-15,02-May-15,59.48,59.48,0.0,64
,Colin Patrick,03-04-2015 13:52,03-Apr-15,03-May-15,293.37,293.37,0.0,32
Drinks,Dr. Charles Pierce,06-04-2015 11:29,21-Jan-15,20-Feb-15,7969.47,7969.47,0.0,84
,Kristen Scott,06-04-2015 13:19,06-Apr-15,12-Apr-15,100.26,100.26,0.0,21
,Nathan Rocha,06-04-2015 15:14,03-Apr-15,03-May-15,41.22,41.22,0.0,63
,Joseph Wyatt,07-04-2015 08:06,07-Apr-15,07-May-15,36.78,36.78,0.0,69
Studio heating,Vicki Ortiz,07-04-2015 08:16,07-Apr-15,07-May-15,111.48,111.48,0.0,99
Studio heating,Vicki Ortiz,07-04-2015 08:25,07-Apr-15,07-May-15,109.98,109.98,0.0,68
,Thomas Dominguez,07-04-2015 08:51,01-Apr-15,06-Apr-15,63.98,63.98,0.0,18
Studio heating,Hunter Hutchinson,07-04-2015 09:49,07-Apr-15,07-May-15,112.48,112.48,0.0,30
,Thomas Dominguez,07-04-2015 10:15,01-Apr-15,06-Apr-15,100.98,100.98,0.0,18
Studio heating,Thomas Dominguez,07-04-2015 10:23,01-Apr-15,06-Apr-15,111.78,111.78,0.0,18
Amazon UK,Hunter Hutchinson,07-04-2015 10:25,07-Apr-15,07-May-15,14.74,14.74,0.0,58
,Robert Thompson,07-04-2015 10:43,07-Apr-15,07-May-15,25531.98,25531.98,0.0,119
,Miranda Boyd,07-04-2015 11:26,07-Apr-15,07-May-15,1681.98,1681.98,0.0,35
,Brian Carroll,07-04-2015 12:46,07-Apr-15,21-Apr-15,463.98,463.98,0.0,20
,Darlene Reed,07-04-2015 15:07,07-Apr-15,14-Apr-15,16466.98,16466.98,0.0,65
,Erica Abbott,08-04-2015 09:41,08-Apr-15,22-Apr-15,61.98,61.98,0.0,68
,Donna Massey,08-04-2015 10:16,31-Mar-15,30-Apr-15,136.98,136.98,0.0,28
,Darius Harris,08-04-2015 10:20,31-Mar-15,30-Apr-15,136.98,136.98,0.0,22
Water Bottle - large,Patrick Hughes,08-04-2015 10:28,08-Apr-15,08-May-15,55886.58,55886.58,0.0,85
,Anne Beltran,08-04-2015 10:48,08-Apr-15,08-May-15,235.98,235.98,0.0,35
,Ms. Rebecca Drake MD,08-04-2015 11:23,08-Apr-15,08-May-15,331.98,331.98,0.0,6
,Nathan Rocha,08-04-2015 13:55,07-Apr-15,07-May-15,45.33,45.33,0.0,59
,Chelsea Sims,08-04-2015 18:33,08-Apr-15,08-May-15,650.32,650.32,0.0,30
,Vicki Ortiz,09-04-2015 08:05,09-Apr-15,09-May-15,205.98,205.98,0.0,113
,Vicki Ortiz,09-04-2015 08:27,09-Apr-15,09-May-15,158.22,158.22,0.0,66
,Kristin Olson,09-04-2015 08:43,09-Apr-15,09-May-15,79.98,79.98,0.0,66
,Edward Mendoza,09-04-2015 09:26,10-Apr-15,31-May-15,9783.98,9783.98,0.0,11
,Diane Higgins,09-04-2015 09:52,30-Mar-15,27-Apr-15,241.98,241.98,0.0,66
,Diane Higgins,09-04-2015 10:01,31-Mar-15,14-Apr-15,60.54,60.54,0.0,58
,Diane Higgins,09-04-2015 10:47,01-Apr-15,29-Apr-15,103.98,103.98,0.0,57
,Diane Higgins,09-04-2015 11:00,01-Apr-15,29-Apr-15,151.98,151.98,0.0,57
,Diane Higgins,09-04-2015 11:06,02-Apr-15,30-Apr-15,217.98,217.98,0.0,56
,David Atkinson,09-04-2015 11:27,30-Apr-15,07-May-15,210.78,210.78,0.0,6
,Katherine Smith,09-04-2015 11:48,07-Apr-15,07-May-15,26.98,26.98,0.0,52
,Debra Reid,09-04-2015 12:30,09-Apr-15,09-May-15,138.78,138.78,0.0,95
,Ryan Lewis,09-04-2015 12:56,07-Apr-15,07-May-15,71.98,3.98,68.0,23
Freight,Nathan Rocha,09-04-2015 13:18,08-Apr-15,08-May-15,96.07,96.07,0.0,58
,David Scott,09-04-2015 13:54,04-Mar-15,03-Apr-15,56.98,56.98,0.0,49
,Alicia Woodward,09-04-2015 13:57,05-Mar-15,04-Apr-15,56.98,56.98,0.0,48
,Edgar Johnson,09-04-2015 14:02,12-Mar-15,11-Apr-15,56.98,56.98,0.0,41
,Kim Baker,09-04-2015 14:12,31-Mar-15,30-Apr-15,56.98,56.98,0.0,28
,Christopher Richards,09-04-2015 16:33,03-Apr-15,03-May-15,86.48,86.48,0.0,45
,David Cruz,10-04-2015 09:39,10-Apr-15,10-May-15,1401.98,1395.98,6.0,14
,Steven Barajas,10-04-2015 09:55,10-Apr-15,10-May-15,60.18,60.18,0.0,17
,David Patton,10-04-2015 10:52,10-Apr-15,17-Apr-15,1081.98,61.98,1020.0,67
,Diane Garcia,10-04-2015 12:15,25-Mar-15,24-Apr-15,157.98,157.98,0.0,16
,Haley Miller,10-04-2015 13:56,10-Apr-15,10-May-15,4676.71,4676.71,0.0,96
Ticket booking fee & postage ,Becky Ramirez,10-04-2015 14:15,10-Apr-15,10-May-15,8353.98,8353.98,0.0,45
,Nathan Rocha,10-04-2015 14:41,09-Apr-15,09-May-15,102.28,102.28,0.0,57
,Andrew Stewart,10-04-2015 14:57,09-Apr-15,09-May-15,78.94,78.94,0.0,39
,Wesley Snyder,10-04-2015 15:19,09-Apr-15,09-May-15,44.68,44.68,0.0,57
,Jody Rodriguez,11-04-2015 09:58,11-Apr-15,11-May-15,62.48,62.48,0.0,16
,Jason Sanchez,11-04-2015 11:49,27-Mar-15,10-Apr-15,456.38,456.38,0.0,24
,Kelly Lee,12-04-2015 09:54,12-Apr-15,12-May-15,57.33,57.33,0.0,101
,Thomas Dominguez,13-04-2015 08:38,06-Apr-15,11-Apr-15,63.98,63.98,0.0,19
,Vicki Ortiz,13-04-2015 08:55,13-Apr-15,13-May-15,106.98,106.98,0.0,93
,Thomas Dominguez,13-04-2015 09:05,07-Apr-15,12-Apr-15,63.98,63.98,0.0,18
,Thomas Dominguez,13-04-2015 09:11,11-Apr-15,16-Apr-15,51.98,51.98,0.0,14
,Wesley Snyder,13-04-2015 09:15,10-Apr-15,10-May-15,46.98,46.98,0.0,56
Freight,Christina Wilson,13-04-2015 09:16,13-Apr-15,30-Apr-15,5233.98,5233.98,0.0,15
,Lawrence Schwartz,13-04-2015 09:17,10-Apr-15,10-May-15,72.1,72.1,0.0,49
,Vicki Ortiz,13-04-2015 09:25,13-Apr-15,13-May-15,202.84,202.84,0.0,62
,Wesley Snyder,13-04-2015 09:28,10-Apr-15,10-May-15,61.98,61.98,0.0,56
Company vehicle radio parts,Chelsea Benton,13-04-2015 09:30,13-Apr-15,01-May-15,1200.17,1200.17,0.0,22
,Vicki Ortiz,13-04-2015 09:48,13-Apr-15,13-May-15,169.98,169.98,0.0,93
,Vicki Ortiz,13-04-2015 09:58,13-Apr-15,13-May-15,79.98,79.98,0.0,93
,Vicki Ortiz,13-04-2015 10:09,13-Apr-15,13-May-15,205.98,205.98,0.0,62
,Desiree Holt,13-04-2015 10:24,13-Apr-15,13-May-15,128.1,128.1,0.0,93
,Jonathan Gibbs,13-04-2015 10:31,01-Apr-15,20-Apr-15,143.29,143.29,0.0,41
,Monique Rodriguez,13-04-2015 11:19,01-Apr-15,01-May-15,254.16,254.16,0.0,84
,Jerome Montoya,13-04-2015 11:28,02-Apr-15,02-May-15,105.25,105.25,0.0,48
,Teresa Kennedy,13-04-2015 13:16,01-Apr-15,20-Apr-15,151.17,151.17,0.0,20
,Miguel Black,13-04-2015 13:45,01-Apr-15,20-Apr-15,120.16,120.16,0.0,20
,Marcus Maddox,13-04-2015 13:57,01-Apr-15,20-Apr-15,254.56,254.56,0.0,20
,Daniel Allen,14-04-2015 08:04,14-Apr-15,28-Apr-15,860.32,860.32,0.0,13
,Justin Shaw,14-04-2015 10:15,14-Apr-15,28-Apr-15,5598.78,5598.78,0.0,49
,Joshua Hicks,14-04-2015 10:49,26-Mar-15,27-Mar-15,23.64,23.64,0.0,19
2nd Instalment,Alex Grimes,14-04-2015 12:11,31-Mar-15,30-Apr-15,2434.44,2434.44,0.0,21
Food for foyer,Heather Miller,14-04-2015 12:40,14-Apr-15,14-May-15,361.98,361.98,0.0,71
,Nathan Rocha,14-04-2015 14:11,13-Apr-15,13-May-15,35.68,35.68,0.0,53
,Joy Watson,14-04-2015 14:13,13-Apr-15,13-May-15,61.81,61.81,0.0,46
,Christian Frank,14-04-2015 15:08,14-Apr-15,14-May-15,365.1,365.1,0.0,64
Various parts for company vehicle,Katherine Smith,14-04-2015 15:09,13-Apr-15,13-May-15,116.68,116.68,0.0,46
,Alexander Murphy,15-04-2015 09:04,15-Apr-15,15-May-15,167.22,167.22,0.0,20
,Bobby Taylor,15-04-2015 09:30,15-Apr-15,31-May-15,1669.5,1669.5,0.0,57
,Christopher Montes,15-04-2015 09:51,09-Feb-15,11-Mar-15,1800.98,1800.98,0.0,66
,Eric Nguyen,15-04-2015 09:55,10-Feb-15,12-Mar-15,1718.98,1718.98,0.0,65
,Nathan Mclaughlin,15-04-2015 10:21,02-Mar-15,01-Apr-15,3339.58,3339.58,0.0,52
,Tasha Wells,15-04-2015 10:39,10-Mar-15,09-Apr-15,281.98,281.98,0.0,37
,Mitchell Ortega,15-04-2015 10:52,14-Mar-15,13-Apr-15,3795.98,3795.98,0.0,33
,Janet Dunlap,15-04-2015 10:57,31-Mar-15,30-Apr-15,3457.98,3457.98,0.0,65
,Amber Glenn,15-04-2015 11:10,20-Mar-15,19-Apr-15,1500.98,1500.98,0.0,27
,Adam Graves,15-04-2015 11:11,20-Mar-15,19-Apr-15,65.98,65.98,0.0,27
,Elizabeth Luna,15-04-2015 11:11,23-Mar-15,22-Apr-15,150.98,150.98,0.0,24
,Diane Higgins,15-04-2015 11:29,07-Apr-15,05-May-15,17.34,17.34,0.0,49
,Diane Higgins,15-04-2015 11:39,06-Apr-15,04-May-15,133.98,133.98,0.0,50
,Diane Higgins,15-04-2015 11:52,31-Mar-15,28-Apr-15,409.98,409.98,0.0,58
,Donna Weber,15-04-2015 14:04,19-Mar-15,02-Apr-15,330.78,330.78,0.0,32
,Ashley Smith,15-04-2015 14:53,15-Apr-15,22-Apr-15,195.98,85.98,110.0,56
Food and Drink,Dr. Charles Pierce,15-04-2015 15:35,01-Apr-15,01-May-15,245.98,245.98,0.0,14
,Tonya Lambert,16-04-2015 08:31,16-Apr-15,16-May-15,1681.98,1681.98,0.0,8
,John Martinez,16-04-2015 10:57,14-Jan-15,13-Feb-15,350.98,350.98,0.0,92
,Tonya Patel,16-04-2015 12:26,13-Apr-15,13-May-15,104.52,104.52,0.0,53
,Nathan Rocha,16-04-2015 12:28,13-Apr-15,13-May-15,70.38,70.38,0.0,53
Bank Charges,Nathan Rocha,16-04-2015 13:06,14-Apr-15,14-May-15,34.5,34.5,0.0,52
,Jody Long,16-04-2015 13:23,14-Apr-15,14-May-15,64.78,64.78,0.0,66
,Justin Knight,16-04-2015 13:33,07-Apr-15,07-May-15,85.98,85.98,0.0,30
,John Byrd,16-04-2015 14:53,16-Apr-15,23-May-15,93.33,93.33,0.0,5
,Amy English,16-04-2015 15:02,16-Apr-15,16-May-15,883.6,881.98,1.62,13
,Scott Daniels,16-04-2015 19:21,16-Apr-15,23-Apr-15,771.98,771.98,0.0,13
Freight,Kristen Scott,16-04-2015 21:40,16-Apr-15,22-Apr-15,97.33,93.94,3.39,23
Know How subscription,James Swanson,17-04-2015 07:53,15-Apr-15,29-Apr-15,275.93,275.93,0.0,29
